Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-bgon,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Manipulation: Spreadsheet
165,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,52,task,Screen 2,ywtl6p,1,continue,,2401.6,2397.7,2401.6,2401.6,2397.7,2401.6,1,2401.6,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-251-N.png,
166,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,52,task,Screen 2,ywtl6p,1,response,81,1648.4,2397.7,2407.7,1648.4,2397.7,2407.7,1,1648.4,759.3,0,,Slider,Slider,2,object-12,task,CFD_M-251-N.png,
167,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,53,task,Screen 2,ywtl6p,1,info,50,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,2,object-12,task,IFD_M-042-N.png,
168,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,53,task,Screen 2,ywtl6p,1,continue,,2108.4,2098.2,2108.4,2108.4,2098.2,2108.4,1,2108.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-042-N.png,
169,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,53,task,Screen 2,ywtl6p,1,response,39,766.1,2098.2,2108.7,766.1,2098.2,2108.7,1,766.1,1342.6,0,,Slider,Slider,2,object-12,task,IFD_M-042-N.png,
170,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,54,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,CFD_M-225-N.png,
171,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,54,task,Screen 2,ywtl6p,1,continue,,2161.7,2148.2,2161.7,2161.7,2148.2,2161.7,1,2161.7,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-225-N.png,
172,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,54,task,Screen 2,ywtl6p,1,response,24,1082.5,2148.2,2162,1082.5,2148.2,2162,1,1082.5,1079.5,0,,Slider,Slider,2,object-12,task,CFD_M-225-N.png,
173,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,55,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-066-N.png,
174,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,55,task,Screen 2,ywtl6p,1,continue,,2117.7,2114.9,2117.7,2117.7,2114.9,2117.7,1,2117.7,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-066-N.png,
175,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,55,task,Screen 2,ywtl6p,1,response,74,649.5,2114.9,2118.3,649.5,2114.9,2118.3,1,649.5,1468.8,0,,Slider,Slider,2,object-12,task,IFD_M-066-N.png,
176,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,56,task,Screen 2,ywtl6p,1,info,50,10.1,0,10.1,10.1,0,10.1,1,10.1,0,0,,Slider,Slider,2,object-12,task,CFD_M-253-N.png,
177,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,56,task,Screen 2,ywtl6p,1,continue,,2098.3,2081.5,2098.3,2098.3,2081.5,2098.3,1,2098.3,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-253-N.png,
178,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,56,task,Screen 2,ywtl6p,1,response,43,1232.4,2081.5,2098.3,1232.4,2081.5,2098.3,1,1232.4,865.9,0,,Slider,Slider,2,object-12,task,CFD_M-253-N.png,
179,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,57,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-248-N.png,
180,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,57,task,Screen 2,ywtl6p,1,continue,,2953.6,2947.9,2953.6,2953.6,2947.9,2953.6,1,2953.6,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-248-N.png,
181,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,57,task,Screen 2,ywtl6p,1,response,24,716.1,2947.9,2960,716.1,2947.9,2960,1,716.1,2243.9,0,,Slider,Slider,2,object-12,task,CFD_M-248-N.png,
182,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,58,task,Screen 2,ywtl6p,1,info,50,17.1,0,17.1,17.1,0,17.1,1,17.1,0,0,,Slider,Slider,2,object-12,task,CFD_M-231-N.png,
183,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,58,task,Screen 2,ywtl6p,1,continue,,2221.5,2214.3,2221.5,2221.5,2214.3,2221.5,1,2221.5,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-231-N.png,
184,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,58,task,Screen 2,ywtl6p,1,response,72,1015.2,2214.3,2221.7,1015.2,2214.3,2221.7,1,1015.2,1206.5,0,,Slider,Slider,2,object-12,task,CFD_M-231-N.png,
185,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,59,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-232-N.png,
186,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,59,task,Screen 2,ywtl6p,1,continue,,2303.3,2297.8,2303.3,2303.3,2297.8,2303.3,1,2303.3,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-232-N.png,
187,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,59,task,Screen 2,ywtl6p,1,response,37,1681.8,2297.8,2303.6,1681.8,2297.8,2303.6,1,1681.8,621.8,0,,Slider,Slider,2,object-12,task,CFD_M-232-N.png,
188,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,60,task,Screen 2,ywtl6p,1,info,50,10.4,0,10.4,10.4,0,10.4,1,10.4,0,0,,Slider,Slider,2,object-12,task,CFD_M-239-N.png,
189,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,60,task,Screen 2,ywtl6p,1,continue,,2742.2,2731.1,2742.2,2742.2,2731.1,2742.2,1,2742.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-239-N.png,
190,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,60,task,Screen 2,ywtl6p,1,response,79,1848.5,2731.1,2742.7,1848.5,2731.1,2742.7,1,1848.5,894.2,0,,Slider,Slider,2,object-12,task,CFD_M-239-N.png,
191,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,61,task,Screen 2,ywtl6p,1,info,50,16,0,16,16,0,16,1,16,0,0,,Slider,Slider,2,object-12,task,CFD_M-238-N.png,
192,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,61,task,Screen 2,ywtl6p,1,continue,,2282.3,2281.3,2282.3,2282.3,2281.3,2282.3,1,2282.3,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-238-N.png,
193,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,61,task,Screen 2,ywtl6p,1,response,64,882.6,2281.3,2282.6,882.6,2281.3,2282.6,1,882.6,1400,0,,Slider,Slider,2,object-12,task,CFD_M-238-N.png,
194,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,62,task,Screen 2,ywtl6p,1,info,50,7.599999994,0,7.599999994,7.599999994,0,7.599999994,1,7.599999994,0,0,,Slider,Slider,2,object-12,task,IFD_M-020-N.png,
195,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,62,task,Screen 2,ywtl6p,1,continue,,2105.7,2098.3,2105.7,2105.7,2098.3,2105.7,1,2105.7,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-020-N.png,
196,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,62,task,Screen 2,ywtl6p,1,response,26,682.7,2098.3,2113.6,682.7,2098.3,2113.6,1,682.7,1430.9,0,,Slider,Slider,2,object-12,task,IFD_M-020-N.png,
197,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,63,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,IFD_M-067-N.png,
198,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,63,task,Screen 2,ywtl6p,1,continue,,2392.5,2381.1,2392.5,2392.5,2381.1,2392.5,1,2392.5,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-067-N.png,
199,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,63,task,Screen 2,ywtl6p,1,response,72,1864.9,2381.1,2392.8,1864.9,2381.1,2392.8,1,1864.9,527.9,0,,Slider,Slider,2,object-12,task,IFD_M-067-N.png,
200,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,64,task,Screen 2,ywtl6p,1,info,50,14.1,0,14.1,14.1,0,14.1,1,14.1,0,0,,Slider,Slider,2,object-12,task,CFD_M-222-N.png,
201,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,64,task,Screen 2,ywtl6p,1,continue,,2361.5,2348,2361.5,2361.5,2348,2361.5,1,2361.5,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-222-N.png,
202,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,64,task,Screen 2,ywtl6p,1,response,63,1165.8,2348,2361.8,1165.8,2348,2361.8,1,1165.8,1196,0,,Slider,Slider,2,object-12,task,CFD_M-222-N.png,
203,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,65,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-216-N.png,
204,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,65,task,Screen 2,ywtl6p,1,continue,,2157.2,2148.2,2157.2,2157.2,2148.2,2157.2,1,2157.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-216-N.png,
205,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,65,task,Screen 2,ywtl6p,1,response,22,732.7,2148.2,2157.5,732.7,2148.2,2157.5,1,732.7,1424.8,0,,Slider,Slider,2,object-12,task,CFD_M-216-N.png,
206,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,66,task,Screen 2,ywtl6p,1,info,50,12.6,0,12.6,12.6,0,12.6,1,12.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-015-N.png,
207,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,66,task,Screen 2,ywtl6p,1,continue,,2116.8,2114.8,2116.8,2116.8,2114.8,2116.8,1,2116.8,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-015-N.png,
208,1.71E+12,11/04/2024 9:47,1.71E+12,3,11/04/2024 15:47,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,66,task,Screen 2,ywtl6p,1,response,74,915.9,2114.8,2117.2,915.9,2114.8,2117.2,1,915.9,1201.3,0,,Slider,Slider,2,object-12,task,IFD_M-015-N.png,
1,1.71E+12,11/04/2024 9:44,1.71E+12,3,11/04/2024 15:44,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,
2,1.71E+12,11/04/2024 9:44,1.71E+12,3,11/04/2024 15:44,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 1,zezya4,1,info,86,16.2,0,16.2,16.2,0,16.2,1,16.2,0,0,,Slider,Slider_example1,3,object-269,instructions,,
3,1.71E+12,11/04/2024 9:44,1.71E+12,3,11/04/2024 15:44,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 1,zezya4,1,info,14,16.2,0,16.2,16.2,0,16.2,1,16.2,0,0,,Slider,Slider_example2,4,object-270,instructions,,
4,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 1,zezya4,1,continue,,1593.4,1581.9,1593.4,1593.4,1581.9,1593.4,1,1593.4,0,0,,Click To Continue,Continue Button,2,object-268,instructions,,
5,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 1,zezya4,1,response,,1594.1,1581.9,1594.1,1594.1,1581.9,1594.1,1,1594.1,0,0,,Slider,Slider_example1,3,object-269,instructions,,
6,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 1,zezya4,1,response,,1594.4,1581.9,1594.4,1594.4,1581.9,1594.4,1,1594.4,0,0,,Slider,Slider_example2,4,object-270,instructions,,
7,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 2,99m75s,2,info,50,16.4,0,16.4,16.4,0,16.4,1,16.4,0,0,,Slider,Slider,3,object-36,instructions,,
8,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 2,99m75s,2,continue,,1979.2,1964.9,1979.2,1979.2,1964.9,1979.2,1,1979.2,0,0,,Click To Continue,Continue Button,4,object-37,instructions,,
9,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 2,99m75s,2,response,40,1248.9,1964.9,1979.6,1248.9,1964.9,1979.6,1,1248.9,730.7,0,,Slider,Slider,3,object-36,instructions,,
10,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,instructions,Screen 3,sottrm,3,continue,,910.4,899.1,910.4,910.4,899.1,910.4,1,910.4,0,0,,Click To Continue,Continue Button,2,object-43,instructions,,
11,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,task,Screen 2,ywtl6p,1,info,50,16.4,0,16.4,16.4,0,16.4,1,16.4,0,0,,Slider,Slider,2,object-12,task,CFD_M-237-N.png,
12,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,task,Screen 2,ywtl6p,1,continue,,2756,2747.8,2756,2756,2747.8,2756,1,2756,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-237-N.png,
13,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,1,task,Screen 2,ywtl6p,1,response,35,1116,2747.8,2756.6,1116,2747.8,2756.6,1,1116,1640.6,0,,Slider,Slider,2,object-12,task,CFD_M-237-N.png,
14,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,2,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,IFD_M-028-N.png,
